Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time min,Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
The Saint,61363304.0,169400000.0,,90000000.0,Apr 04 1997,PG-13,116.0,Paramount Pictures,Based on TV,Action,Contemporary Fiction,Phillip Noyce,30.0,5.9,27413.0
I Am Sam,40270895.0,40270895.0,,22000000.0,Dec 28 2001,PG-13,132.0,New Line,Original Screenplay,Drama,Contemporary Fiction,,34.0,7.4,36448.0
Saw,55185045.0,103096345.0,,1200000.0,Oct 29 2004,R,100.0,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,48.0,7.7,112785.0
Saw II,87025093.0,152925093.0,44699720.0,5000000.0,Oct 28 2005,R,91.0,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Darren Lynn Bousman,36.0,6.8,76530.0
Saw III,80238724.0,163876815.0,47153811.0,10000000.0,Oct 27 2006,R,107.0,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Darren Lynn Bousman,25.0,6.3,60784.0
Saw VI,27693292.0,61259697.0,8308717.0,11000000.0,Oct 23 2009,R,91.0,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Kevin Greutert,42.0,6.2,18091.0
Seabiscuit,120277854.0,148336445.0,,86000000.0,Jul 25 2003,PG-13,141.0,Universal,Based on Book/Short Story,Drama,Historical Fiction,Gary Ross,77.0,7.4,31033.0
Scary Movie 2,71277420.0,141189101.0,,45000000.0,Jul 04 2001,R,82.0,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,Keenen Ivory Wayans,14.0,4.7,43941.0
Scary Movie 3,110000082.0,155200000.0,,45000000.0,Oct 24 2003,PG-13,84.0,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,David Zucker,37.0,5.4,42829.0
Scooby-Doo 2: Monsters Unleashed,84185387.0,181185387.0,,25000000.0,Mar 26 2004,PG,93.0,Warner Bros.,Based on TV,Comedy,Kids Fiction,Raja Gosnell,,4.8,10749.0
Scooby-Doo,153294164.0,276294164.0,,84000000.0,Jun 14 2002,PG,86.0,Warner Bros.,Based on TV,Comedy,Kids Fiction,Raja Gosnell,28.0,4.7,26018.0
About Schmidt,65005217.0,105823486.0,,30000000.0,Dec 13 2002,R,125.0,New Line,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,85.0,7.3,53760.0
The School of Rock,81261177.0,131161177.0,,20000000.0,Oct 03 2003,PG-13,108.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Richard Linklater,,7.2,63188.0
School for Scoundrels,17807569.0,17807569.0,13739501.0,20000000.0,Sep 29 2006,PG-13,101.0,MGM,Remake,Comedy,Contemporary Fiction,Todd Phillips,26.0,6.0,15536.0
The Score,71069884.0,113542091.0,,68000000.0,Jul 13 2001,R,124.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Frank Oz,74.0,6.8,42616.0
Scream,103046663.0,173046663.0,,15000000.0,Dec 20 1996,R,110.0,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,81.0,2.9,217.0
Scream 2,101363301.0,101363301.0,,24000000.0,Dec 12 1997,R,120.0,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,80.0,5.9,48196.0
Scream 3,89138076.0,161838076.0,,40000000.0,Feb 04 2000,R,118.0,Miramax,Original Screenplay,Horror,Contemporary Fiction,Wes Craven,38.0,5.3,38230.0
The Scorpion King,90580000.0,164529000.0,,60000000.0,Apr 19 2002,PG-13,91.0,Universal,Spin-Off,Action,Fantasy,Chuck Russell,40.0,5.3,30359.0
Stardust,38634938.0,135556675.0,25129402.0,70000000.0,Aug 10 2007,PG-13,128.0,Paramount Pictures,Based on Book/Short Story,Adventure,Fantasy,Matthew Vaughn,76.0,7.9,87883.0
Selena,35450113.0,35450113.0,,20000000.0,Mar 21 1997,PG,127.0,Warner Bros.,Based on Real Life Events,Drama,Dramatization,,63.0,6.3,7996.0
September Dawn,901857.0,901857.0,,10100000.0,Aug 24 2007,R,110.0,Black Diamond Pictures,Original Screenplay,Western,Historical Fiction,,13.0,5.5,1823.0
You Got Served,40066497.0,48066497.0,,8000000.0,Jan 30 2004,PG-13,95.0,Sony Pictures,Original Screenplay,Drama,Contemporary Fiction,,16.0,2.6,17830.0
Seven Years in Tibet,37945884.0,131445884.0,,70000000.0,Oct 10 1997,PG-13,139.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Jean-Jacques Annaud,59.0,6.7,29020.0
Swordfish,69772969.0,147080413.0,,80000000.0,Jun 08 2001,R,99.0,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,Dominic Sena,25.0,6.3,57952.0
Something's Gotta Give,124685242.0,266685242.0,,80000000.0,Dec 12 2003,PG-13,128.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Nancy Meyers,70.0,6.8,36303.0
Shaft,70327868.0,107190108.0,,53012938.0,Jun 16 2000,R,99.0,Paramount Pictures,Remake,Action,Contemporary Fiction,John Singleton,68.0,5.9,32881.0
Scary Movie,157019771.0,277200000.0,,19000000.0,Jul 07 2000,R,88.0,Miramax/Dimension,Original Screenplay,Comedy,Contemporary Fiction,Keenen Ivory Wayans,53.0,6.0,68541.0
She's All That,63465522.0,63465522.0,,10000000.0,Jan 29 1999,PG-13,91.0,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,,38.0,5.4,28498.0
Shallow Hal,70836296.0,70836296.0,,40000000.0,Nov 09 2001,PG-13,113.0,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,50.0,6.0,35878.0
Shakespeare in Love,100317794.0,279500000.0,,26000000.0,Dec 11 1998,R,122.0,Miramax,Original Screenplay,Romantic Comedy,Historical Fiction,John Madden,93.0,7.4,77911.0
In the Shadow of the Moon,1134358.0,1134358.0,,2000000.0,Sep 07 2007,PG,100.0,ThinkFilm,Based on Real Life Events,Documentary,Factual,,94.0,8.0,2974.0
Shooter,47003582.0,95203582.0,57333255.0,60000000.0,Mar 23 2007,R,125.0,Paramount Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Antoine Fuqua,48.0,7.2,149.0
Shrek,267655011.0,484399218.0,,50000000.0,May 18 2001,PG,90.0,Dreamworks SKG,Based on Book/Short Story,Adventure,Kids Fiction,Andrew Adamson,89.0,8.0,163855.0
Shrek 2,441226247.0,919838758.0,,70000000.0,May 19 2004,PG,92.0,Dreamworks SKG,Based on Book/Short Story,Adventure,Kids Fiction,Andrew Adamson,89.0,7.5,95658.0
Shrek the Third,322719944.0,798958162.0,176400340.0,160000000.0,May 18 2007,PG,92.0,Paramount Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,41.0,6.1,59778.0
Shrek Forever After,238395990.0,729395990.0,,165000000.0,May 21 2010,PG,93.0,Paramount Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,,6.7,12193.0
Shark Tale,160861908.0,367275019.0,,75000000.0,Oct 01 2004,PG,90.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Rob Letterman,35.0,5.9,40019.0
Showtime,37948765.0,78948765.0,,85000000.0,Mar 15 2002,PG-13,95.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,Tom Dey,24.0,5.3,22128.0
The Siege,40934175.0,116625798.0,,70000000.0,Nov 06 1998,R,116.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Edward Zwick,44.0,,
Signs,227965690.0,408265690.0,,70702619.0,Aug 02 2002,PG-13,106.0,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Science Fiction,M. Night Shyamalan,74.0,6.9,111561.0
Simon Birch,18253415.0,18253415.0,,20000000.0,Sep 11 1998,PG,110.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Mark Steven Johnson,44.0,6.7,11371.0
The Simpsons Movie,183135014.0,527071022.0,96359085.0,72500000.0,Jul 27 2007,PG-13,86.0,20th Century Fox,Based on TV,Comedy,Contemporary Fiction,David Silverman,89.0,7.6,117656.0
Sinbad: Legend of the Seven Seas,26483452.0,80767884.0,,60000000.0,Jul 02 2003,PG,86.0,Dreamworks SKG,Traditional/Legend/Fairytale,Adventure,Kids Fiction,Tim Johnson,,6.6,7895.0
Sin City,74103820.0,158753820.0,,40000000.0,Apr 01 2005,R,126.0,Miramax/Dimension,Based on Comic/Graphic Novel,Action,Fantasy,Robert Rodriguez,77.0,8.3,255814.0
The Sixth Sense,293506292.0,672806292.0,,40000000.0,Aug 06 1999,PG-13,107.0,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,M. Night Shyamalan,85.0,8.2,238745.0
The Skulls,35007180.0,35007180.0,,15000000.0,Mar 31 2000,PG-13,107.0,Universal,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Rob Cohen,8.0,5.3,14903.0
Sky High,63939454.0,81627454.0,,60000000.0,Jul 29 2005,PG,102.0,Walt Disney Pictures,Original Screenplay,Adventure,Super Hero,,73.0,6.6,20923.0
Sleepy Hollow,101068340.0,207068340.0,,70000000.0,Nov 19 1999,R,105.0,Paramount Pictures,Based on Book/Short Story,Horror,Historical Fiction,Tim Burton,68.0,7.5,107511.0
The Secret Life of Bees,37766350.0,39612166.0,17077991.0,11000000.0,Oct 17 2008,PG-13,110.0,Fox Searchlight,Based on Book/Short Story,Drama,Historical Fiction,,57.0,7.0,7077.0
Hannibal,165092266.0,350100280.0,,87000000.0,Feb 09 2001,R,131.0,MGM,Based on Book/Short Story,Horror,Contemporary Fiction,Ridley Scott,39.0,6.4,74862.0
Slow Burn,1237615.0,1237615.0,893953.0,15500000.0,Apr 13 2007,R,93.0,Lionsgate,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,12.0,5.9,2318.0
Slumdog Millionaire,141319928.0,365257315.0,31952272.0,14000000.0,Nov 12 2008,R,116.0,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Danny Boyle,94.0,8.3,176325.0
Small Soldiers,55143823.0,71743823.0,,40000000.0,Jul 10 1998,PG-13,110.0,Dreamworks SKG,Original Screenplay,Comedy,Kids Fiction,Joe Dante,46.0,5.9,20571.0
Mr. And Mrs. Smith,186336279.0,478336279.0,,110000000.0,Jun 10 2005,PG-13,112.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Doug Liman,,4.7,189.0
Smokin' Aces,35662731.0,56047261.0,35817034.0,17000000.0,Jan 26 2007,R,108.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Joe Carnahan,28.0,6.6,57313.0
Someone Like You,27338033.0,38684906.0,,23000000.0,Mar 30 2001,PG-13,97.0,20th Century Fox,Based on Book/Short Story,Romantic Comedy,Contemporary Fiction,Tony Goldwyn,41.0,5.8,10073.0
There's Something About Mary,176484651.0,360099999.0,,22000000.0,Jul 15 1998,R,119.0,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Bobby Farrelly,83.0,7.2,96443.0
Snake Eyes,55591409.0,103891409.0,,73000000.0,Aug 07 1998,R,99.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Brian De Palma,41.0,5.8,29321.0
Snakes on a Plane,34020814.0,62020814.0,23704179.0,33000000.0,Aug 18 2006,R,105.0,New Line,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David R. Ellis,68.0,6.0,65841.0
Lemony Snicket's A Series of Unfortunate Events,118627117.0,201627117.0,,100000000.0,Dec 17 2004,PG,108.0,Paramount Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brad Silberling,71.0,6.9,51614.0
Shanghai Knights,60470220.0,60470220.0,,50000000.0,Feb 07 2003,PG-13,114.0,Walt Disney Pictures,Original Screenplay,Adventure,Historical Fiction,David Dobkin,66.0,6.2,24893.0
Shanghai Noon,56932305.0,71189835.0,,55000000.0,May 26 2000,PG-13,110.0,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Tom Dey,78.0,6.6,32446.0
Snow Dogs,81150692.0,115010692.0,,32000000.0,Jan 18 2002,PG,99.0,Walt Disney Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Brian Levant,23.0,4.9,7561.0
Sunshine,3688560.0,32030610.0,6342481.0,40000000.0,Jul 20 2007,R,108.0,Fox Searchlight,Original Screenplay,Thriller/Suspense,Science Fiction,Danny Boyle,74.0,7.3,74535.0
Snatch,30093107.0,83593107.0,,10000000.0,Dec 08 2000,R,103.0,Sony Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Guy Ritchie,,8.2,173919.0
Snow Day,60008303.0,62452927.0,,13000000.0,Feb 11 2000,PG,89.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,,26.0,4.4,4611.0
The Soloist,31720158.0,38286958.0,10310814.0,60000000.0,Apr 24 2009,PG-13,117.0,Paramount Pictures,Based on Real Life Events,Drama,Dramatization,Joe Wright,,6.7,14257.0
The Sorcerer's Apprentice,62492818.0,200092818.0,,160000000.0,Jul 14 2010,PG,110.0,Walt Disney Pictures,Based on Short Film,Adventure,Fantasy,,42.0,6.4,9108.0
Soul Food,43492389.0,43492389.0,,7500000.0,Sep 26 1997,R,114.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,,80.0,6.4,2636.0
"South Park: Bigger, Longer & Uncut",52037603.0,52037603.0,,21000000.0,Jun 30 1999,R,80.0,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,Trey Parker,80.0,,
Space Jam,90463534.0,250200000.0,,80000000.0,Nov 15 1996,PG,87.0,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,Joe Pytka,36.0,5.6,29293.0
Spanglish,42044321.0,54344321.0,,75000000.0,Dec 17 2004,PG-13,103.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,James L. Brooks,52.0,6.7,30660.0
Spawn,54979992.0,87949859.0,,40000000.0,Jul 31 1997,PG-13,97.0,New Line,Based on Comic/Graphic Novel,Action,Contemporary Fiction,,20.0,4.8,21366.0
Superbad,121463226.0,169863226.0,134555373.0,17500000.0,Aug 17 2007,R,112.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Greg Mottola,87.0,7.8,134212.0
SpongeBob SquarePants,85416609.0,140416609.0,,30000000.0,Nov 19 2004,PG,90.0,Paramount Pictures,Based on TV,Adventure,Kids Fiction,,,,
Space Cowboys,90454043.0,128874043.0,,65000000.0,Aug 04 2000,PG-13,130.0,Warner Bros.,Original Screenplay,Adventure,Science Fiction,Clint Eastwood,79.0,6.3,29983.0
Speed II: Cruise Control,48097081.0,150468000.0,,110000000.0,Jun 13 1997,PG-13,125.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Jan De Bont,,3.4,30896.0
Sphere,37068294.0,50168294.0,,73000000.0,Feb 13 1998,PG-13,132.0,Warner Bros.,Based on Book/Short Story,Horror,Science Fiction,Barry Levinson,12.0,5.6,31461.0
Spiceworld,29342592.0,56042592.0,,25000000.0,Jan 23 1998,PG,92.0,Sony Pictures,Musical Group Movie,Comedy,Contemporary Fiction,,,2.9,18010.0
Spider-Man 2,373524485.0,783705001.0,4196484.0,200000000.0,Jun 30 2004,PG-13,127.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,93.0,7.7,141940.0
Spider-Man 3,336530303.0,890871626.0,124058348.0,258000000.0,May 04 2007,PG-13,139.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,63.0,6.4,141513.0
Spider-Man,403706375.0,821708551.0,,139000000.0,May 03 2002,PG-13,121.0,Sony Pictures,Based on Comic/Graphic Novel,Adventure,Super Hero,Sam Raimi,89.0,7.4,167524.0
Scott Pilgrim vs. The World,31167395.0,43149143.0,,85000000.0,Aug 13 2010,PG-13,112.0,Universal,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Edgar Wright,81.0,8.1,17461.0
See Spot Run,33357476.0,43057552.0,,16000000.0,Mar 02 2001,PG,97.0,Warner Bros.,Original Screenplay,Comedy,Kids Fiction,,24.0,4.9,3673.0
Superman Returns,200120000.0,391120000.0,81580739.0,232000000.0,Jun 28 2006,PG-13,157.0,Warner Bros.,Based on Comic/Graphic Novel,Adventure,Super Hero,Bryan Singer,76.0,6.6,102751.0
Spy Game,62362560.0,143049560.0,,90000000.0,Nov 21 2001,R,126.0,Universal,Original Screenplay,Action,Contemporary Fiction,Tony Scott,65.0,6.9,44850.0
Spy Kids 2: The Island of Lost Dreams,85846296.0,119721296.0,,38000000.0,Aug 07 2002,PG,100.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,75.0,,
Spy Kids 3-D: Game Over,111760631.0,167851995.0,,40000000.0,Jul 25 2003,PG,84.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,,4.1,12352.0
Spy Kids,112692062.0,197692062.0,,35000000.0,Mar 30 2001,PG,88.0,Miramax/Dimension,Original Screenplay,Adventure,Kids Fiction,Robert Rodriguez,93.0,5.7,23479.0
Serendipity,50255310.0,75294136.0,,28000000.0,Oct 05 2001,PG-13,91.0,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Chelsom,58.0,6.6,32014.0
Superstar,30628981.0,30628981.0,,14000000.0,Oct 08 1999,PG-13,82.0,Paramount Pictures,Based on TV,Comedy,Contemporary Fiction,,33.0,6.0,103.0
Spirit: Stallion of the Cimarron,73215310.0,106515310.0,,80000000.0,May 24 2002,G,84.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Kelly Asbury,,6.6,8622.0
Star Wars Ep. II: Attack of the Clones,310676740.0,656695615.0,,115000000.0,May 16 2002,PG,142.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,
Star Wars Ep. III: Revenge of the Sith,380270577.0,848998877.0,,115000000.0,May 19 2005,PG-13,140.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,
Starship Troopers,54768952.0,121100000.0,,100000000.0,Nov 07 1997,R,129.0,Sony Pictures,Based on Book/Short Story,Action,Science Fiction,Paul Verhoeven,60.0,7.1,83516.0
Stay Alive,23086480.0,23187506.0,13333591.0,20000000.0,Mar 24 2006,PG-13,91.0,Walt Disney Pictures,Original Screenplay,Horror,Contemporary Fiction,,9.0,4.5,13658.0
How Stella Got Her Groove Back,37672944.0,37672944.0,,20000000.0,Aug 14 1998,R,124.0,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,,49.0,5.1,3080.0
The Stepford Wives,59475623.0,96221971.0,,100000000.0,Jun 11 2004,PG-13,93.0,Paramount Pictures,Remake,Comedy,Contemporary Fiction,Frank Oz,26.0,5.1,26712.0
Stepmom,91137662.0,119709917.0,,50000000.0,Dec 25 1998,PG-13,127.0,Sony/TriStar,Original Screenplay,Drama,Contemporary Fiction,Chris Columbus,43.0,6.2,18505.0
Stomp the Yard,61356221.0,76356221.0,33252252.0,14000000.0,Jan 12 2007,PG-13,113.0,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,,26.0,4.3,13737.0
Stranger Than Fiction,40435190.0,45235190.0,30936711.0,30000000.0,Nov 10 2006,PG-13,112.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Marc Forster,72.0,7.8,74218.0
Stick It,26910736.0,30399714.0,27642935.0,20000000.0,Apr 28 2006,PG-13,103.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,31.0,5.9,9556.0
Stigmata,50041732.0,89441732.0,,32000000.0,Sep 10 1999,R,103.0,MGM,Original Screenplay,Horror,Contemporary Fiction,Rupert Wainwright,22.0,6.0,29411.0
A Stir of Echoes,21133087.0,21133087.0,,12000000.0,Sep 10 1999,R,110.0,Artisan,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,David Koepp,,7.1,26752.0
Stuart Little,140015224.0,298800000.0,,105000000.0,Dec 17 1999,PG,92.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,65.0,5.8,23226.0
Stuart Little 2,64956806.0,166000000.0,,120000000.0,Jul 19 2002,PG,78.0,Sony Pictures,Based on Book/Short Story,Comedy,Kids Fiction,Rob Minkoff,83.0,5.6,7534.0
The Perfect Storm,182618434.0,328711434.0,,120000000.0,Jun 30 2000,PG-13,130.0,Warner Bros.,Based on Book/Short Story,Drama,Dramatization,Wolfgang Petersen,47.0,6.2,55716.0
The Story of Us,27100030.0,27100030.0,,50000000.0,Oct 15 1999,R,74.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Rob Reiner,28.0,5.6,10720.0
State of Play,37017955.0,91445389.0,13578224.0,60000000.0,Apr 17 2009,PG-13,127.0,Universal,Based on TV,Thriller/Suspense,Contemporary Fiction,Kevin MacDonald,84.0,7.3,34067.0
The Sisterhood of the Traveling Pants 2,44089964.0,44154645.0,15266725.0,27000000.0,Aug 06 2008,PG-13,111.0,Warner Bros.,Based on Book/Short Story,Adventure,Contemporary Fiction,,64.0,6.2,6557.0
Step Up,65328121.0,115328121.0,51317604.0,12000000.0,Aug 11 2006,PG-13,98.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Anne Fletcher,19.0,6.1,21691.0
Star Trek: First Contact,92027888.0,150000000.0,,46000000.0,Nov 22 1996,PG-13,111.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,,7.6,45106.0
Star Trek: Insurrection,70187658.0,117800000.0,,70000000.0,Dec 11 1998,PG,100.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,Jonathan Frakes,,6.4,26559.0
Star Trek: Nemesis,43254409.0,67312826.0,,60000000.0,Dec 13 2002,PG-13,117.0,Paramount Pictures,Based on TV,Adventure,Science Fiction,,,6.4,28449.0
The Strangers,52597610.0,80597610.0,15789825.0,9000000.0,May 30 2008,R,85.0,Focus Features,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,44.0,6.0,35078.0
Star Wars Ep. I: The Phantom Menace,431088297.0,924288297.0,,115000000.0,May 19 1999,PG,133.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,George Lucas,,,
Stuck On You,33832741.0,63537164.0,,55000000.0,Dec 12 2003,PG-13,118.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,Bobby Farrelly,60.0,5.9,23196.0
The Sum of All Fears,118471320.0,193500000.0,,68000000.0,May 31 2002,PG-13,124.0,Paramount Pictures,Based on Book/Short Story,Action,Contemporary Fiction,Phil Alden Robinson,59.0,6.3,38586.0
Surf's Up,58867694.0,145395745.0,46260220.0,100000000.0,Jun 08 2007,PG,86.0,Sony Pictures,Original Screenplay,Adventure,Kids Fiction,,77.0,7.0,20974.0
Surrogates,38577772.0,119668350.0,11099238.0,80000000.0,Sep 25 2009,PG-13,104.0,Walt Disney Pictures,Based on Comic/Graphic Novel,Action,Science Fiction,Jonathan Mostow,39.0,6.3,36940.0
Summer of Sam,19288130.0,19288130.0,,22000000.0,Jul 02 1999,R,142.0,Walt Disney Pictures,Based on Real Life Events,Drama,Historical Fiction,Spike Lee,50.0,6.5,18431.0
Saving Private Ryan,216335085.0,481635085.0,,65000000.0,Jul 24 1998,R,169.0,Dreamworks SKG,Original Screenplay,Drama,Historical Fiction,Steven Spielberg,91.0,8.5,270540.0
S.W.A.T.,116877597.0,198100000.0,,70000000.0,Aug 08 2003,PG-13,117.0,Sony Pictures,Based on TV,Action,Contemporary Fiction,,48.0,5.9,43260.0
Sideways,71502303.0,109705641.0,,17000000.0,Oct 22 2004,R,125.0,Fox Searchlight,Based on Book/Short Story,Drama,Contemporary Fiction,Alexander Payne,97.0,7.8,69778.0
Shall We Dance?,57887882.0,118097882.0,,40000000.0,Oct 15 2004,PG-13,106.0,Miramax,Remake,Romantic Comedy,Contemporary Fiction,Peter Chelsom,,7.6,2192.0
Secret Window,47958031.0,92958031.0,,40000000.0,Mar 12 2004,PG-13,96.0,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Fantasy,David Koepp,46.0,6.5,53868.0
Swimfan,28563926.0,28563926.0,,10000000.0,Sep 06 2002,PG-13,86.0,20th Century Fox,Original Screenplay,Drama,Contemporary Fiction,,15.0,4.6,9577.0
Sweet November,25288103.0,65754228.0,,40000000.0,Feb 16 2001,PG-13,120.0,Warner Bros.,Remake,Drama,Contemporary Fiction,,16.0,6.0,20891.0
Sydney White,11892415.0,12778631.0,6828112.0,16500000.0,Sep 21 2007,PG-13,107.0,Universal,Traditional/Legend/Fairytale,Comedy,Contemporary Fiction,,37.0,6.2,9309.0
Star Wars: The Clone Wars,35161554.0,68161554.0,22831563.0,8500000.0,Aug 15 2008,PG,98.0,Warner Bros.,Original Screenplay,Adventure,Science Fiction,,19.0,5.4,17513.0
"Six Days, Seven Nights",74339294.0,164800000.0,,80000000.0,Jun 12 1998,PG-13,101.0,Walt Disney Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Ivan Reitman,37.0,4.7,48.0
Syriana,50824620.0,95024620.0,15415665.0,50000000.0,Nov 23 2005,R,126.0,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,,72.0,7.1,53265.0
The Talented Mr. Ripley,81292135.0,81292135.0,,40000000.0,Dec 25 1999,R,139.0,Paramount Pictures,Based on Book/Short Story,Drama,Historical Fiction,Anthony Minghella,82.0,7.2,63319.0
The Best Man,34102780.0,34572780.0,,9000000.0,Oct 22 1999,R,120.0,Universal,Original Screenplay,Romantic Comedy,Contemporary Fiction,Malcolm D. Lee,71.0,6.1,2019.0
Book of Shadows: Blair Witch 2,26421314.0,47721314.0,,15000000.0,Oct 27 2000,R,90.0,Artisan,Original Screenplay,Horror,Contemporary Fiction,,,4.0,16122.0
This Christmas,49121934.0,49778552.0,17922664.0,13000000.0,Nov 21 2007,PG-13,118.0,Sony/Screen Gems,Original Screenplay,Drama,Contemporary Fiction,,55.0,5.4,3351.0
The Core,31111260.0,74132631.0,,85000000.0,Mar 28 2003,PG-13,133.0,Paramount Pictures,Original Screenplay,Action,Science Fiction,Jon Amiel,42.0,5.3,27375.0
The Thomas Crown Affair,69304264.0,124304264.0,,48000000.0,Aug 06 1999,R,111.0,MGM,Remake,Drama,Contemporary Fiction,John McTiernan,67.0,6.7,37692.0
The Damned United,449865.0,4054204.0,,6400000.0,Oct 09 2009,R,97.0,Sony Pictures Classics,Based on Factual Book/Article,Drama,Dramatization,Tom Hooper,94.0,7.5,7560.0
The Tale of Despereaux,50877145.0,88717945.0,26233404.0,60000000.0,Dec 19 2008,G,93.0,Universal,Based on Book/Short Story,Adventure,Kids Fiction,Sam Fell,55.0,6.1,7460.0
Team America: World Police,32774834.0,50274834.0,,20000000.0,Oct 15 2004,R,98.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Trey Parker,,7.3,58763.0
Tea with Mussolini,14395874.0,14395874.0,,14000000.0,May 14 1999,PG,116.0,MGM,Based on Real Life Events,Drama,Dramatization,Franco Zeffirelli,67.0,6.7,5435.0
Tears of the Sun,43632458.0,85632458.0,,75000000.0,Mar 07 2003,R,121.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,34.0,6.4,34304.0
Not Another Teen Movie,37882551.0,62401343.0,,15000000.0,Dec 14 2001,R,89.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,28.0,5.5,36678.0
Bridge to Terabithia,82234139.0,136934139.0,41383048.0,25000000.0,Feb 16 2007,PG,95.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Fantasy,,85.0,7.4,34482.0
